No,Judul Berita,Isi Berita,isHoax
5938,Akun WhatsApp Wakil Bupati Mojokerto Muhammad Al Barra,Beredar akun WhatsApp Wakil Bupati Mojokerto Muhammad Al Barra. Akun tersebut memakai nama dan foto profil Gus Bara sapaan Wakil Bupati Mojokerto tersebut dan mengirimkan pesan ke pengurus masjid untuk menawarkan donasi. Surat yang beredar berisi narasi:  Sebelumnya saya perkenalkan saya dengan Bpk H Muhammad A-Barra selaku Wakil Bupati Mojokerto. Alhamdulillah ada sedikit bantuan donasi berupa uang dari saya pribadi. Untuk kebutuhan rumah beribadah dan untuk memfasilitasi rumah ibadah. Apakah benar ini saya berbicara dengan pengurus/ketua Masjid BAITUS SALAM,TRUE
5939,Surat Pemberitahuan Terkait Pemberian Bantuan Akhir Tahun 2022 Oleh Kementerian Agama,"Beredar surat pemberitahuan terkait pemberian bantuan akhir tahun 2022 sebesar Rp50 Juta oleh Kemenag. Dalam surat terebut tertulis nama lembaga yang akan mendapatkan bantuan serta mencantumkan nama dan nomor telepon Tri Ashianto Tjahyono, Plt. Wali Kota Bekasi. Dengan narasi:  Kepada Yth, Pimpinan Lembaga Penerima Bantuan Di Tempat Assalamualaikum Wr Wb. Berdasarkan Sk Dari Bupati dan Direktur Jenderal Pendidikan Kementerian Agama No 6065 Tahun Anggaran 2022, bahwa yang Bapak/Ibu pimpin mendapatkan Bantuan Anggaran sebesar Rp. 50.000.000 lima puluh juta rupiah sebagaimana terlampir. Nama Lembaga : MASJID AS-SYUHADA Bantuan digunakan sebagaimana dijelaskan dalam juknis dan Fana Bantuan ini tidak ada … apapun. Untuk informasi lebih lanjut dapat menghubungi BNI KOP Kemenag Pusat I Bpk. Dr. H. Tri Adhianto Tjahyono, S.E., m.m. / 089633898700 ) Demikian pemberitahuan ini, atas perhatiannya kami sampaikan terimakasih. Wassalamualaikum. Wr. Wb",TRUE
5940,Surat Penggalangan Dana Oleh Dinas Sosial Provinsi Jawa Timur,"Beredar surat edaran terkait penggalangan donasi bantuan pelunasan pelayanan kesejahteraan sosial ditujukan kepada yayasan atau Lembaga yang ditandatangani oleh Kepala Dinas Sosial Provinsi Jawa Timur. Dengan narasi: SURAT EDARAN NOMOR : 460/1939/107.3.06/2022 TENTANG PENGGALANGAN DANA DONASI Menindaklanjuti Edaran Dari Dinas Sosial Nomor 460/1939/107.3.06/2022 Tanggal 01 Desember 2022 Perihal : Pemberitahuan Kelayakan Penerima Santunan Donasi Dalam Rangka Pelunasan Kesejahteraan Sosial (PPKS) Akan Melakukan kegiatan program penggalangan dana donasi yang akan diberikan untuk pengurus Yayasan kb,paud,tk,mi,pkbm sudah terdata sebagai penerima donasi pada tanggal 01 Desember 2022. menindaklanjuti dengan cara menghubungi salah satu pengurus pengelola Yayasan/Lembaga dengan 3 (Tiga) syarat yang diperlukan: Struktur organisasi Foto/video (organisasi/Yayasan/Lembaga) Nomor rekening Yayasan/Lembaga Dan untuk donasi yang akan dibagikan ini berbentuk uang tunai yang nantinya akan disalurkan melalui rekening Yayasan/Lembaga. Demikian pemberitahuan ini disampaikan, atas perhatiannya disampaikan terimakasih KEPALA DINAS SOSIAL PROVINSI JAWA TIMUR Dr. Alwi",TRUE
5941,Akun WhatsApp Wakil Wali Kota Banjar Nana Suryana +62 821-9431-6438”,Beredar akun WhatsApp Wakil Wali Kota Banjar Nana Suryana dengan nomor +62 821-9431-6438.,TRUE
5942,Akun WhatsApp Wali Kota Mataram Mohan Rolisakana +62 856-6896-9659”,Beredar akun WhatsApp Wali Kota Mataram Mohan Rolisakana dengan nomor +62 856-6896-9659. Akun tersebut menggunakan foto wali kota sebagai foto profilnya dan menghubungi pejabat di Kota Mataram.,TRUE
5943,Surat Penggalangan Dana Oleh Dinas Sosial Provinsi Jawa Barat,"Beredar surat edaran terkait penggalangan donasi bantuan pelunasan pelayanan kesejahteraan sosial ditujukan kepada yayasan atau lembaga yang ditandatangani oleh Kepala Dinas Sosial Provinsi Jawa Barat. Surat tersebut berisi narasi: SURAT EDARAN NOMOR : 427/3.2/BS.01.02/06/2022 TENTANG PENGGALANGAN DANA DONASI Menindaklanjuti Edaran Dari Dinas Sosial Nomor 427/3.2/BS.01.02/06/2022 Tanggal 04 November 2022 Perihal : Pemberitahuan Kelayakan Penerima Santunan Donasi Dalam Rangka Pelunasan Kesejahteraan Sosial (PPKS) Akan Melakukan kegiatan program penggalangan dana donasi yang akan diberikan untuk pengurus Yayasan kb,paud,tk,mi,pkbm sudah terdata sebagai penerima donasi pada tanggal 04 november 2022. menindaklanjuti dengan cara menghubungi salah satu pengurus pengelola Yayasan/Lembaga dengan 3 (Tiga) syarat yang diperlukan: Struktur organisasi Foto/video (organisasi/Yayasan/Lembaga) Nomor rekening Yayasan/Lembaga Dan untuk donasi yang akan dibagikan ini berbentuk uang tunai yang nantinya akan disalurkan melalui rekening Yayasan/Lembaga. Demikian pemberitahuan ini disampaikan, atas perhatiannya disampaikan terimakasih KEPALA DINAS SOSIAL PROVINSI JAWA BARAT Dr. H. DODO SUHENDAR",TRUE
5944,Akun WhatsApp Wakil Bupati Tasikmalaya Cecep Nurul Yakin +62 81328607720”,"Beredar akun WhatsApp Wakil Bupati Tasikmalaya Cecep Nurul Yakin dengan nomor +62 81328607720. Akun tersebut memakai nama dan foto profil Cecep memakai baju koko dan peci dengan narasi: Apa benar ini dengan pengurus MASJID AL-HIDAYAH Ada yang perlu saya sampaikan terkait program bantuan dana hibah untuk masjid/Musholla tahun anggaran 2022 Baik saya informasikan kembali bagi Masjid/Musholla yang sudah layak mendapatkan bantuan dan yang belum menerima bantuan di tahun 2022, dimohon segera mengirimkan data/proposal untuk persyaratannya",TRUE
5945,Mantan Wakil Presiden RI Try Sutrisno Meninggal Dunia,"Innalillahi Wainnailaihi Rojiun , ikut berduka cita atas meninggal nya Bpk. Jend. TNI ( Purnawiran ) H. Try Sutrisno mantan Wakil Presiden RI , teriring Doa Allohumaghfirlahu Warhamhu Wa`afihi Wafuanhu Aamiin Ya Robbal Aalamiin 🤲",TRUE
5946,"PKI Jaya TNI, Waspadalah",Beredar sebuah pesan berantai WhatsApp dalam bentuk video pada 19 Desember 2022. Dalam video tersebut memperlihatkan sekelompok orang yang diduga bersorak dengan menyebutkan  PKI Jaya.,TRUE
5947,kabel tegangan tinggi bisa menjangkau ke Otak melalui Ear Phones Bluetooth”,"NARASI: Warning Bagi pengguna Bluetooth pada HP yg lagi aktif di St KRL, jika ada arus dr kabel tegangan tinggi yg berada diatas jalur KRL tsb bisa menjangkau ke Otak kita melalui Ear Phones (Headset). Kmd apa yg terjadi, dapat dilihat sendiri Videonya. Hindari pengaktifan Bluetooth pd saat berada pd jalur KRL, saat bepergian dan jangan berdiri terlalu dekat pada jalur KRL saat berada di Stasiun KA. semoga informasi ini bisa bermanfaat bagi kita semua.",TRUE
5948,"Video Atas Perintah Jokowi, Serangan TNI Bumi Hanguskan Australia”","NARASI: Atas Perintah Jokowi, Serangan TNI Bumi Hanguskan Australia Hingga Tak Tersisa.",TRUE
5949,"558, 1000, hingga 50.000 Orang Masuk Islam Sebelum dan Pasca Pembukaan Piala Dunia Qatar 2022","Piala Dunia 2022 Dimulai, Mualaf di Qatar Bertambah 558 Orang",TRUE
5950,Lima Negara Terima Rupiah Sebagai Alat Tukar,Karna  Jokowi 5 negara Terima rupiah sebagai alat tukar. Awal 3 periode jokowi. 1. Malaisia 2. Thailand 3. Singapura 4. Filifina 5. Negara timur tengah  Sumber: Tiktok,TRUE
5951,"Video Eksperimen Pencampuran Gula, Garam dan Air Menjadi Salju",Just add salt and sugar with water // instant snow :astonished:,TRUE
5952,Video Pemain Argentina Merayakan Kemenangan Dengan Bersholawat,Pemain Argentina Bersholawat Merayakan Kemenangan #shorts #worldcup2022 #sholawat #messi,TRUE
5953,Informasi Jaringan Internet Di Sulawesi Tengah Akan Mati Total Pada 26-27 November,"Beredar flyer di Facebook terkait informasi perbaikan jaringan kelistrikan pada Dinas Komunikasi, Informatika, Persandian, dan Statistik Provinsi Sulawesi Tengah menyebabkan pemutusan jaringan internet selama 2 hari pada tanggal 26-27 November yang berdampak ke semua organisasi perangkat daerah lingkup pemerintah Provinsi Sulawesi Tengah. Dalam flyer tersebut terdapat kop surat, nomor surat serta tanggal dibuat surat pada 15 November 2022.  Berikut narasi yang dicantumkan: Sehubungan dengan perbaikan jaringan kelistrikan pada Dinas Komunikasi, Informatika, Persandian, dan Statistik Provinsi Sulawesi Tengah, makan akan dilakukan pemutusan jaringan Internet, Internet, serta colocation server pada hari Sabtu dan Minggu (26 s/d 27 November 2022) dan hal ini akan berdampak ke semua Organisasi Perangkat Daerah lingkup pemerintah Provinsi Sulawesi Tengah. Demikian surat ini disampaikan",TRUE
5954,"Surat Penetapan Data Online Daerah Formasi Usulan NIP CPNS/CASN Tahun 2019, 2020, 2021, dan 2022","Beredar surat penetapan data online daerah formasi usulan Nomor Induk Pegawai (NIP) Calon Pegawai Negeri Sipil/Calon Aparatur Sipil Negara (CPNS/CASN) tahun 2019, 2020, 2021, dan 2022 dengan nomor surat 8621/RegBKN/VII/2022. Dalam surat disampaikan agar segera menuliskan data usulan normatif berkas yang telah ditandatangani pejabat daerah gubernur/bupati/walikota yang dikirimkan pada pejabat kepegawaian daerah provinsi kabupaten dan kota seluruh Indonesia melalui website masing-masing pemerintah daerah pada November 2022.",TRUE
5955,Lowongan Kerja Departemen Sumber Daya Manusia (SDM) Shopee,"Beredar pesan Whatsapp lowongan kerja dari Departemen Sumber Daya Manusia (SDM) Shopee. Dalam pesan tersebut menyebutkan posisi sebagai karyawan paruh waktu untuk usia antara 23 tahun sampai 60 tahun dengan gaji sebesar Rp 200.000-2.000.000. Dengan narasi : Hai, nama saya Diana dan saya bekerja di departemen SDM di Shopee (cabang Indonesia). Perusahaan ini mencari karyawan paruh waktu secara online. Usia: 23-60 Kerja paruh waktu itu mudah, yang Anda butuhkan hanyalah ponsel. 10 hingga 20 menit kerja paruh waktu! Hal ini bisa dilakukan di waktu senggang Anda tanpa mengganggu pekerjaan Anda saat ini. Pendatang baru langsung mendapatkan Rp 50000, gaji harian: Rp 200000-2000000 Jika Anda tertarik dengan pekerjaan paruh waktu ini! Balas 1, klik tautan untuk menambahkan! WhatsApp Manager. http:/wa[dot]me/6283879522034",TRUE
5956,Akun WhatsApp Kepala Pusbindiklatren Kementerian PPN/Bappenas Wignyo Adiyoso +62 812-9927-404”,"Beredar akun WhatsApp Kepala Pusat Pembinaan, Pendidikan, dan Pelatihan Perencana (Pusbindiklatren) Kementerian PPN/Bappenas Wignyo Adiyoso dengan nomor +62 812-9927-404. Akun tersebut memakai nama dan foto profil Wignyo Adiyoso.",TRUE
5957,MATA NAJWA SIARKAN TERAWAN AGUS PUTRANTO TERIMA PENGHARGAAN SOLUSI DIABETES,PENDERITA DIABETES🩸💉🍫 ‼BACA LEBIH CEPAT‼ SOLUSI UNTUK MASALAH DIABETES TELAH DITEMUKAN DI INDONESIA👇👇👇 DOKTER INDONESIA TERIMA PENGHARGAAN PENYELAMATAN JIWA SOLISI UNTUK MASALAH DIABETES DI INDONESIA TELAH DITEMUKAN (Dalam video),TRUE
5958,WAKIL PRESIDEN MARUF AMIN UCAPKAN SELAMAT NATAL DAN TAHUN BARU MENGENAKAN KOSTUM SINTERKLAS,Badut apa ondel2 nich yakk..😶😶,TRUE
5959,"TERANCAM DIMISKINKAN, KPK SITA SELURUH ASET KORUPSI MILIK GIBRAN","Terancam Di Miskinkan‼Kpk Sita Seluruh Aset Korupsi Milik Gibran‼~ News Gibran, Jokowi (Dalam judul) GIBRAN SUDAH KELEWAT BATAS, RATUSAN TRILIUN DI TEMUKAN TIM KPK DI KEDIAMAN GIBRAN (Dalam thumbnail) Gibran di tangkap KPK Gibran korupsi",TRUE
5960,"UJI COBA KERETA CEPAT JAKARTA-BANDUNG  KELUAR DARI RELNYA DAN MEMAKAN KORBAN PEKERJA TERLUKA
",":: Berita ini VIRAL dan tidak boleh ditayangkan televisi, krn sangat memalukan Rezim dungu.  UJI COBA KERETA CEPAT JAKARTA-BANDUNG  KELUAR DARI REL NYA DAN MEMAKAN KORBAN PEKERJA TERLUKA Tapi media daring tak bisa dibendung. Akhirnya masyarakat lebih percaya medsos. ••",TRUE
5961,Alyssa Soebandono Meninggal Dunia,"Innalilahi,t4ng1s p3ny3s4l4n dude Harlino p3c4h,saat j3n4z4h tiba di rumah duka Alyssa Soebandono",TRUE
5962,Cara Mendeteksi Kehamilan Dengan Menggunakan Air Urine dan Garam,"Bagi yang bertanya, saya hanya ingin berbagi ilmu, hanya cinta dan perhatian Bagi yang memiliki garis kabur pada tes kehamilan atau belum siap menggunakan tes kehamilan, inilah yang bisa dilakukan. Urine pertama di pagi hari jangan minum apa pun seperti susu/air/dll sebelum melakukan tes urine. Di dalam gelas plastik masukkan minimal setengah dari urine, Urine pertama di pagi hari tambahkan 2 sendok makan asian (garam) sebelum diaduk agar tidak tumpah. Hasilnya positif bila garam larut dan urine berubah warna dan terdapat busa gelembung di bagian atas tepat 2 menit sebelum larut. Hasil negatif ketika garam tidak larut dan warna urine tidak berubah serta tidak ada buih gelembung di bagian atas. Coba saja",TRUE
5963,Sindrom Stiff-Person yang Diderita Penyanyi Celine Dion Disebabkan Vaksin Pfizer,Celine Dion was diagnosed with stiff-person syndrome. Its a neurological disorder with features of an autoimmune disease. Over the past year she started to experience debilitating symptoms which surely couldnt have been brought on by multiple jabs. And here is the side effect stiff person syndrome listed on Pfizers list of side effects they wanted to hide from the public for 70+ years. @celinedion do you see this?? Will you speak out about it? Dont you want to save others from this same fate? Terjemahan: Celine Dion didiagnosis dengan sindrom orang kaku. Ini adalah gangguan neurologis dengan fitur penyakit autoimun. Selama setahun terakhir dia mulai mengalami gejala yang melemahkan yang tentunya tidak mungkin disebabkan oleh banyak suntikan. Dan inilah efek samping sindrom orang kaku yang terdaftar di daftar efek samping Pfizer yang ingin mereka sembunyikan dari publik selama 70+ tahun. @Celine Dion apakah kamu melihat ini?? Apakah Anda akan membicarakannya? Apakah Anda tidak ingin menyelamatkan orang lain dari nasib yang sama?,TRUE
5964,Video Seorang Tentara Ukraina yang Berumur 16 Tahun,(Diterjemahkan ke Bahasa Indonesia): Pejuang pasukan khusus GRU: tentara berusia 16 tahun bergabung dengan barisan Angkatan Bersenjata Ukraina. Angkatan Bersenjata Ukraina mengirim tentara muda berusia 14 – 16 tahun ke garis depan. Ini diceritakan oleh seorang prajurit dari Brigade Tujuan Khusus Pengawal Terpisah ke-3 dari Direktorat Utama Staf Umum Angkatan Bersenjata Rusia Ukrop.,TRUE
5965,Berita TASS Rusia: The United States reported that Kyiv supplied white phosphorus used in Karabakh to Baku”,"(Diterjemahkan ke Bahasa Indonesia): Amerika Serikat melaporkan bahwa Kyiv memasok fosfor putih yang digunakan di Karabakh ke Baku. Ukraina memasok Azerbaijan dengan amunisi fosfor putih, yang digunakan selama sangketa di Nagorno-Karabakh pada tahun 2020. Pernyataan ini disampaikan pada hari Rabu oleh Ketua Komite Urusan Luar Negeri Senat Kongress AS, Robert Menendez dari partai Demokrat, negara bagian New Jersey.",TRUE
5966,VIDEO KEMUNCULAN CACING PARASIT DI MATA AKIBAT VAKSIN COVID”,Say no to COVID vaccines :syringe: #CovidVaccines,TRUE
5967,"Gambar Tangkapan Layar Artikel CNN Indonesia, Ma’ruf Amin Beri Hadiah 1 Milyar Jika Banser Menang Lawan KKB”","Hayo banser Kalian Pasti Bisa :bangbang: Gambar Tangkapan Layar Artikel CNN Indonesia, Maruf Amin Beri Hadiah 1 Milyar Jika Banser Menang Lawan KKB",TRUE
5968,Sel Kanker menjauh bila didekatkan Bawang Putih,"Dalam Video ANEH DAN AJAIB potongan kanker jika di dekatkan dgn bawang putih dia menjauh, tapi jika didekatkan emas dia menyatu. Keterangan video Pembuktian bahwa sel kanker menjauh bila didekatkan dengan bawnag putih",TRUE
5969,Lowongan Pekerjaan Trans Jakarta,Lowongan Kerja PT Transportasi Jakarta (Transjakarta) Sedang menerima karyawan baru pria dan wanita Lulusan SMP SMA/SMK Posisi yg dibutuhkan: supir-penjaga koridor- satpam-cuci mobil/steam- ob dll Gaji :(UMR) Pendaftaran (GRATIS) Dapat uang makan plus seragam,TRUE
5970,KPU Anulir Keputusan Peserta Pemilu 2024,KpU anulir keputusan sendiri,TRUE
5971,"Gambar Tangkapan Layar Artikel Geloranews Puan Belanja Daging Sapi Di Pasar dan bertanya, anda kenal saya? Pedagang: untuk apa saya kenal anda?”","Puan Belanja Daging Sapi Di Pasar dan bertanya, anda kenal saya? Pedagang: untuk apa saya kenal anda? Caption Wartawan paling ada2 saa eeee 🤦‍♀️🤦‍♀️🤦‍♀️",TRUE
5972,Gambar Tangkapan Layar Artikel Bisnis.com Presiden jokowi kesel sama Anies Datang undangan kaesang tamu tamu Minta selfi sama Anies bikin kesel jokowi”,Presiden jokowi kesel sama Anies Datang undangan kaesang tamu tamu Minta selfi sama Anies bikin kesel jokowi,TRUE
5973,"Habis Lahiran, Ibu Bayi Tidak Boleh Tidur Siang, Nanti Darah Putih Naik"," Kalau habis lahiran tidak boleh tidur pagi/siang, nanti darah putih naik// Susah ternyata jadi ibu",TRUE
5974,Video Melempar Benda Kecil ke Kawah Gunung Berapi Aktif Dapat Menyebabkan Erupsi Ganas,melempar benda kecil sekalipun ke gunung berapi aktif bisa langsung membuat erupsi yang ganas !,TRUE
5975,Kereta Cepat Jakarta – Bandung Alami Kecelakaan,Kecelakaan kereta api cepat Jakarta Bandung pada tanggal 18 Desember 2022 Waktu 17:05 WIB di Kp. CampakaMekar. Korban jiwa Kebanyakan Cina dan satu Orang Purwakarta bagian JuruBangsa Kecelakaan kereta cepat Kecalan kereta cepat,TRUE
5976,Video Jalan Rusak Akibat Gempa Garut,"Pameungpek Garut pasca di Goyang Gempa 6,4 Skala Likhter Jika 6,4 trjd maka Bandung kena. Lindungi saudara kami #gempagarut #gempacianjur blm smbuh skrg Garut",TRUE
5977,Perusahaan COVID Dibangun di Indonesia,Wuhan + Geo-Engineering = Plandemic Pantesan covid betah banget di sini. Ternyata udah dibikinin rumah. PT resmi pula,TRUE
5978,"Pulau Pasir Mencekam, Australia Bombardir Nelayan NTT","Akun Tiktok tri_matra88 mengunggah video kumpulan foto pesawat tempur, pengeboman kapal dan pertemuan Internasional pemerintah disertai dengan teks pada gambar yang berisi narasi: PULAU PASIR MENCEKAM, AUSTRALIA BOMBARDIR NELAYAN NTT dan SIAGAKAN SERANGAN RI DAN RUSIA, AMERIKA SERIKAT KERAHKAN PEMBOM KE AUSTRALIA.",TRUE
5979,Kini Singapura Tantang Malaysia Perang,Akun Tiktok 1panglimatempur mengunggah video dengan narasi: KINI SINGAPURA TANTANG MALAYSIA PERANG. Dalam video yang diunggah terdapat cuplikan video perang dan menampilkan video pemerintah Singapura dan Malaysia yang tengah memberikan pernyataan dengan narasi bahwa pemerintahan kedua negara tersebut sedang menanggapi mengenai perebutan wilayah perbatasan.,TRUE
5980,Video 17 Desember 2022 AHOK JADI KETUA KPK”,NARASI: moment 17 Desember 2022 ~ AHOK JADI KETUA KPK !.,TRUE
5981,Penyanyi Dangdut Senior Rita Sugiarto Meninggal Dunia,"Innalillahi, Panggung Dangdut Kembali Berduka Rita Sugiarto Telah Berpulang ke Rahmatullah.",TRUE
5982,Alfamart Bagi-Bagi Tas Hadiah Lewat Facebook Untuk Menyambut Natal dan Tahun Baru,"Menyambut Natal dan Tahun Baru ini, kami mengirimkan tas hadiah khusus kepada semua orang yang menulis Menang di HALAMAN kami Semoga beruntung! (Kunjungi halaman kami dan dapatkan kesempatan untuk memenangkan hadiah)",TRUE
5983,Judul Artikel Heru Budi Minta-minta Rakyat Bantu Negara Kas Negara Menipis”,"Rakyat sudah bayar segala macam Pajak, Rakyat sudah diam segala subsidi dicabut Sekarang Gubernur titipan ini minta rakyat bantu negara kas negara menipis Lalu duitnya buat bayar BuzzeRp & Pejabat yang bikin kebijakan memberatkan rakyat? Begini banget rezim jokowi.",TRUE
5984,Tidak Boleh Keluar Rumah Pada Tanggal 21 Desember 2022,"tanggal 21 Desember sudah didepan mata…penduduk dihimbau tidak boleh keluar rumah, apa yang sebenernya akan terjadi?  Akan terjadi peristiwa luar biasa dari tanggal 21 desember",TRUE
5985,"Orang Tua Brigadir J Menyerah, Minta Kasus Pembunuhan Anaknya Dihentikan","Kami K4L4H , Tangis haru di kediaman KAMARUDDIN Orang tua Joshua meminta kamaruddin agar kasus anaknya tidak perlu dilanjutkan, di sela kunjunagn kekediaman kamaruddin. Saya himbau kepada seluruh rakyat Indonesia agar tdk bersedih dan kecewa atas kasus Joshua kata kamaruddin. Semuan biaya dalam kasus Joshua saya yg tanggung tanpa bantuan orang lain, yg menguras tenaga, wakatu kata kamaruddin, Selamat jalan jo",TRUE
5986,"Supporter Marocco Bersholawat, Gemparkan Dunia Bola","Inilah kekuatan bersholawat, masa alloh merinding dunia bola",TRUE
5987,TENTARA CINA MULAI BERAKSI DAN BERANI MELAWAN TENTARA INDONESIA,"*COPAS*, Kedaulatan negara bagaimana?, Tentara Cina SDH mulai beraksi dan SDH berani melawan tentara kita,Krn dia SDH membawa senjata perorangan,mulai beraksi dr kelompok kecil..alasannya pengamanan asetnya : kebon sawit dll nya..cina udah berani.",TRUE
5988,PENDUKUNG ANIES SAMPAI KE ARGENTINA,Hebat y pendukung wan abud sampai ke Argentina @Affan79992133 ,TRUE
5989,"Keliru, Video Tentara Malaysia Akan Kirim Pasukan ke Perbatasan RI","Sebuah  <a href=https://web.facebook.com/100077253791284/videos/489728546597558>akun Facebook</a>  membagikan video dengan narasi tentara Malaysia akan mengirimkan pasukan ke perbatasan Indonesia - Malaysia.  Video tersebut berjudul &ldquo;SIRINE PERANG BERKUMANDANG!! MILITER MALAYSIA SIAP MENYERBU PERBATASAN RI&rdquo;. Di dalamnya terdapat mantan Perdana Menteri Malaysia, Datuk Seri Ismail Sabri Yaakob, Perdana Menteri Australia, Anthony Albanese, Presiden RI, Joko Widodo. Kemudian ditampilkan juga ratusan pasukan tentara bersenjata lengkap dan menembakkan amunisi. Narator video tersebut mengatakan tentara Malaysia telah tiba di Australia, menurut seorang pejabat Malaysia. Mereka berada di lapangan Australia untuk memantau pengiriman senjata ke negara itu. Tidak jelas jumlah personil yang terlibat maupun lokasi mereka berada. Sejak diunggah pada Kamis, 22 Desember 2022, video ini sudah mendapat 2,2 ribuan tanggapan, 871 komentar, dan 160 ribu kali tayang. Namun, benarkah militer Malaysia akan kirim pasukan ke perbatasan Indonesia - Malaysia?",TRUE
